uid,has_photo,sex,has_mobile,followers_count,contacts,relatives,relation,personal,activities,music,movies,tv,books,about,quotes,albums,audios,followers,friends,pages,photos,subscriptions,videos,clips_followers,age,city,country
650543978,1,2,1,13,0,1,1,1,1,1,1,1,1,1,1,0,0,13,11,19,11,34,0,24,,,
644383594,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,36,3,2,26,3,0,12,5,57,2,1
651690860,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,184,,0,0,,33,,
650838899,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,183,121,1,3,0,184,23,,
651592565,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,8,1,0,0,2,20,,
648151927,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646480760,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20,0,0,0,0,64,,
648610682,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,17,0,0,6,0,116,,
651461505,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,31,3,96,107,7,32,44,99,19,,
650871682,1,1,1,397,0,1,1,1,1,1,1,1,1,1,1,0,26,397,304,26,12,1,22,701,,49,1
650347394,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,204,,1,0,,,12126,1
646742915,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,3,38,0,0,0,3,56,,
640222089,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,0,17,0,0,33,,
651559821,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,8,1,0,0,0,28,,
646448014,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,150,1,11,5,1,0,14,12,21,,
641106836,0,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,17,63,0,10,0,19,41,,
639632276,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6,2,0,1,13,47,82,1
640713623,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,7,9,1,0,0,8,70,,
639533976,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,77,31,4,0,1,81,63,,
645727130,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643695515,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,0,6,9,1,0,1,6,24,,
640943003,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,43,,0,0,,29,,
643564453,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,0,0,2,1,0,0,0,72,,
652444583,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644645800,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,18,0,0,33,126,0,14,0,27,1,1
646448043,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,48,,0,0,,36,,
648479661,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,78,1,6,50,1,0,36,7,,,
645792688,1,1,1,8,0,1,1,1,1,1,1,1,1,1,1,0,13,8,42,939,17,5,16,50,42,,
643105715,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,24,1,0,0,1,26,,
643400628,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,67,,0,0,,38,,
639894456,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648512450,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,7,20,7,0,2,11,,49,1
651723732,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,59,1,95,0,1,14,,
649003988,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,86,0,3,49,1,0,37,3,,,
646644695,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646775769,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,134,339,,2,0,,20,18872,1
639960025,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649331683,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649364459,1,2,1,9,0,1,1,1,1,1,1,1,1,1,1,0,0,9,17,9,1,0,0,26,46,,
650675180,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,0,0,4,1,0,4,0,,,
651690989,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,3,1,0,0,0,30,,
640156653,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,41,72,,39,0,,34,130,1
641008627,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,19,0,0,1,6,57,,
650576885,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,8,2,11,15,16,1,0,13,35,,
647267318,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,59,0,0,0,1,46,,
643302389,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,125,,0,0,,26,,
650183675,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,30,,11,0,,,,
651265020,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650445820,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,11,0,0,2,1,0,1,0,54,27,1
649430013,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,12,0,0,0,1,37,,
648676347,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644023293,1,1,1,64,0,1,1,1,1,1,1,1,1,1,1,0,0,64,114,13,4,3,0,178,32,62,1
640123903,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,107,,0,0,,35,461,1
641827842,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,19,27,1,0,1,21,65,,
648774660,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651559941,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648184838,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,7,7,2,0,0,9,,1,1
642483207,0,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,3,26,0,0,0,6,50,1724,1
642483209,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,13,0,0,0,0,14,,
649790475,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,25,,2,0,,14,72,1
643236882,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,29,,0,0,,33,,
646743060,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,35,4,0,2,4,,,
648283157,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,47,1,14,14,1,2,0,15,36,,
639632406,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,31,4,1,0,6,48,2256,2
651592731,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,8,0,0,2,2,0,1,0,30,,
649430044,1,1,1,189,0,1,1,1,1,1,1,1,1,1,1,0,30,189,477,28,20,18,32,666,,75,1
650576925,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,14,1,1,0,4,38,,
642450461,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7,0,0,0,1,33,,
652215329,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,14,67,7,1,0,14,70,,
642057253,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,116,,0,0,,49,,
652411960,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,0,7,59,13,18,0,3,66,,1,1
651265081,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649430076,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649888843,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,2,,0,0,,33,1,1
644023374,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,57,1,1
651854928,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646808658,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,13,,0,0,,65,39,1
646055000,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,,0,0,,14,,
651265113,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,49,111,1,0,0,50,23,,
649069664,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,64,3,0,368,4,47,2,1
647136358,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,47,,0,0,,40,,
642253934,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641434737,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,6,1,0,0,2,71,,
652346482,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,115,0,0,0,0,38,,
649430134,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647529604,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644220036,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,261,2,0,34,9,39,,
642286731,1,2,1,7,0,1,1,1,1,1,1,1,1,1,1,0,0,7,0,10,1,0,0,7,43,243,1
650806415,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,17,23,0,4,0,17,31,328,1
651723921,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,39,7,0,7,3,31,2,1
640386195,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,3,8,1,0,0,3,66,,
650511512,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640484506,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,3,,,
648938652,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,18,0,0,31,93,0,17,0,30,1,1
641139870,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,5,136,24,10,2,0,141,32,2,1
648971428,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647955620,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,37,7,19,0,0,37,54,,1
650085542,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6,2,0,0,0,54,110,1
651003049,1,1,1,35,0,1,1,1,1,1,1,1,1,1,1,1,12,35,162,10,21,0,6,197,,1,1
648512684,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,96,,0,0,,,,1
647496877,1,2,1,10,0,1,1,1,1,1,1,1,1,1,1,0,14,10,22,59,10,1,20,32,30,14067,1
646743212,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,31,0,0,0,1,27,,
650839215,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650052790,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,53,4,0,47,0,0,0,4,24,64,1
650478776,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,23,12,1,20,0,24,15,,
651560121,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,8,0,0,3,2,0,4,0,30,,
651101372,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,0,0,5,1,0,8,0,,,
643007679,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645924036,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651592904,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,21,11,0,0,0,21,39,,
650872009,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647726282,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,,6,0,,24,,
640189642,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,5,3,9,98,1,0,4,12,14,,
639665362,1,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,84,5,1,46,6,0,0,6,40,,
642778324,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,24,7,0,0,1,,,1
645432535,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643073241,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,9,0,0,0,6,47,,
644875483,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,74,15,1,19,0,75,16,,
650544354,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,1,0,6,61,8,11,0,4,67,,1,1
646776041,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6,0,1,0,0,,,
645956842,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,102,24,47,19,0,102,22,1160431,1
649397484,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643499249,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,85,41,2,0,0,88,14,,
651625716,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647857396,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,40,,0,0,,,,
652510454,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,22,1,4,8,1,8,0,5,30,,
645760244,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647890168,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,157,0,66,0,6,,,
651592971,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,9,0,0,3,2,0,4,0,28,,
650675468,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,3,3,0,0,45,,
640025869,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,38,24,1,2,1,38,60,,
643138832,1,2,1,143,0,1,1,1,1,1,1,1,1,1,1,0,4,143,36,19,2,0,0,179,31,,
647398676,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,7,9,0,0,1,33,,
640681255,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647005480,1,2,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,5,322,1,0,6,11,34,,
652150057,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,,1,0,,23,328,1
647431467,1,2,1,9,0,1,1,1,1,1,1,1,1,1,1,0,16,9,2,84,1,0,0,11,31,14850,1
640845106,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,,0,0,,14,,
652477755,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,30,,
646939971,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652084555,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,6,,0,0,,22,,
649430347,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652445005,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,0,74,,
651134292,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,1,0,1,,,
640550240,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,1,0,0,6,29,3255,1
650642786,1,1,1,144,0,1,1,1,1,1,1,1,1,1,1,0,17,144,449,15,9,10,14,593,,101,1
644023650,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,2,4,1,12,1,8,0,5,31,1,1
643401059,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,1,62,,
646382950,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,1,0,0,0,30,,
650610028,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,8,32,1,0,0,8,51,,
650380655,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,35,15,7,0,0,36,15,,
649004399,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646415727,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,137,36,,1,0,,25,260,1
648578421,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648676729,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,5,10,2,0,0,6,65,,
652543354,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,9,,28,0,,31,,
649168250,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640779642,1,1,1,8,0,1,1,1,1,1,1,1,1,1,1,1,21,8,113,7,7,69,14,121,24,60,1
646415747,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,11,0,0,0,28,,
640288138,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650347920,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,18,0,2,21,1,0,11,2,,,
649495955,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649168275,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,51,4,0,40,1,0,35,4,,,
649102747,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,45,,0,0,,38,2,1
640779687,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643138984,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,8,1,0,0,1,29,183,4
648545707,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650773932,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,1,15,6,93,9,18,4,6,99,,1,1
642680236,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640910769,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,39,98,2,0,0,39,34,,
649823671,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,2,0,0,1,48,,
648316351,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650872257,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,16,7,1583,15,12,29,10,1590,,1,1
649823686,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,5,9,2,0,30,154,0,7,2,31,1,1
650773959,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,24,19296,1
651625936,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,33,,
649430481,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648807888,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,61,,0,0,,32,,
651265493,1,1,1,210,0,1,1,1,1,1,1,1,1,1,1,0,19,210,278,16,13,2,16,488,,270,1
644711894,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,28,,0,0,,51,1492,1
648250847,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645367265,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,3,0,0,0,46,,
650610150,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,70,,0,0,,,,
643499495,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,68,6,0,54,0,,157,1
643073512,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,10,9,1,0,0,12,53,,
649102826,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,39,,
651494894,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,34,,
640124401,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,13,,0,0,,,,1
646415859,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,19,0,0,0,0,38,,
649627128,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,0,0,0,18,,
647136760,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,62,1,0,25,2,75,,
646841856,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,37,471,26,2,0,38,47,,
646350341,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,,0,0,,36,,
648414730,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9,27,1,0,1,9,14,,
645432842,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648054284,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5,0,0,0,1,14,,
645957136,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650741267,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,,0,0,,16,,
649365013,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,8,3,65,8,9,9,10,68,,1,1
650806809,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642909727,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,12,20,2,1,0,13,,,71
652052000,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6,2,0,0,1,33,,
649496097,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644253219,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,8,7,1,0,0,8,36,,
647333412,1,2,1,8,0,1,1,1,1,1,1,1,1,1,1,0,23,8,68,39,1,46,0,76,19,,1
647267879,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,90,0,0,0,0,14,,
642614828,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,55,0,4,101,0,4,0,4,32,,
645596717,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651265582,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643139118,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647988785,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645334580,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,5,2,1,0,1,5,14,,
645989943,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,4,233,40,33,5,0,237,32,,
650511929,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,11,16,1,0,0,11,53,,
651560506,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,10,1,0,4,4,0,4,1,27,,
644056635,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,68,3947,,238,0,,,208,9
642614845,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651855422,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,33,,
643368510,1,1,1,8,0,1,1,1,1,1,1,1,1,1,1,0,10,8,61,43,2,0,2,69,30,,
647792192,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,118,0,1,5,0,0,0,1,45,,
640452159,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,6,0,0,0,4,16,,
649004610,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650708547,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,14,4,75,13,1,0,0,79,17,,
650872391,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642614866,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,35,,0,0,,14,,
645400148,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,80,,0,0,,64,,
650872406,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652379735,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,40,0,0,33,9,0,0,0,34,,1
644712027,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,0,0,34,,
640353884,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650872419,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,16,2,34,8,24,11,0,36,36,,
652314212,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,138,,0,0,,,478,1
648676967,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647628391,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,31,,
647562857,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,7,4,1,0,0,11,46,,
644941417,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,39,38,2,21,0,39,19,,
643532393,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647988848,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640058995,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,128,0,0,0,7,35,,
639665783,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,15,8,6,1,0,16,63,,
650970752,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,44,0,0,0,0,38,,
641566337,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,5,109,16,9,0,0,114,27,2,1
651462275,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648906371,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647366275,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,1,0,0,0,,,
649102982,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649004679,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639665795,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,5,0,0,0,1,14,,
652183180,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,3,1,0,0,6,62,,
651560588,1,1,1,100,0,1,1,1,1,1,1,1,1,1,1,0,33,100,342,29,15,0,30,442,25,107,1
650872465,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650872471,1,1,1,374,0,1,1,1,1,1,1,1,1,1,1,0,29,374,301,23,11,1,21,675,33,61,1
650741406,1,1,1,42,0,1,1,1,1,1,1,1,1,1,1,1,0,42,188,12,18,0,3,230,,1,1
648742560,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651036324,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,0,0,50,,
649922212,1,1,1,11,0,1,1,1,1,1,1,1,1,1,1,0,0,11,51,23,7,0,0,62,23,10,1
648906407,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641369769,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639731370,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,2,2,3,18,1,0,0,5,29,,
650544817,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,8,1,1,4,1,0,0,2,19,,
649004723,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652150455,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641697464,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,84,27,11,1,0,90,30,,
